,LGA,Rep_DS,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,round,min_increase,scale_values,scenario
199,Sagbama,Ahoada West,0.488733984,0.488733984,0.56,0,365,2020,-1,1,0.07,0.07,Scenario 2 (National malaria strategic plan)
200,Sagbama,Ahoada West,0.558733984,0.558733984,0.63,365,365,2021,-1,2,0.07,0.14,Scenario 2 (National malaria strategic plan)
201,Sagbama,Ahoada West,0.628733984,0.628733984,0.7,730,365,2022,-1,3,0.07,0.21,Scenario 2 (National malaria strategic plan)
202,Sagbama,Ahoada West,0.698733984,0.698733984,0.77,1095,365,2023,-1,4,0.07,0.28,Scenario 2 (National malaria strategic plan)
203,Sagbama,Ahoada West,0.768733984,0.768733984,0.8,1460,365,2024,-1,5,0.07,0.35,Scenario 2 (National malaria strategic plan)
204,Sagbama,Ahoada West,0.8,0.8,0.8,1825,365,2025,-1,6,0.07,0.42,Scenario 2 (National malaria strategic plan)
205,Sagbama,Ahoada West,0.8,0.8,0.8,2190,365,2026,-1,7,0.07,0.49,Scenario 2 (National malaria strategic plan)
206,Sagbama,Ahoada West,0.8,0.8,0.8,2555,365,2027,-1,8,0.07,0.56,Scenario 2 (National malaria strategic plan)
207,Sagbama,Ahoada West,0.8,0.8,0.8,2920,365,2028,-1,9,0.07,0.63,Scenario 2 (National malaria strategic plan)
208,Sagbama,Ahoada West,0.8,0.8,0.8,3285,365,2029,-1,10,0.07,0.7,Scenario 2 (National malaria strategic plan)
209,Sagbama,Ahoada West,0.8,0.8,0.8,3650,-1,2030,-1,11,0.07,0.77,Scenario 2 (National malaria strategic plan)
210,Southern Ijaw,Ahoada West,0.316461454,0.316461454,0.56,0,365,2020,-1,1,0.07,0.07,Scenario 2 (National malaria strategic plan)
211,Southern Ijaw,Ahoada West,0.386461454,0.386461454,0.63,365,365,2021,-1,2,0.07,0.14,Scenario 2 (National malaria strategic plan)
212,Southern Ijaw,Ahoada West,0.456461454,0.456461454,0.7,730,365,2022,-1,3,0.07,0.21,Scenario 2 (National malaria strategic plan)
213,Southern Ijaw,Ahoada West,0.526461454,0.526461454,0.77,1095,365,2023,-1,4,0.07,0.28,Scenario 2 (National malaria strategic plan)
214,Southern Ijaw,Ahoada West,0.596461454,0.596461454,0.8,1460,365,2024,-1,5,0.07,0.35,Scenario 2 (National malaria strategic plan)
215,Southern Ijaw,Ahoada West,0.666461454,0.666461454,0.8,1825,365,2025,-1,6,0.07,0.42,Scenario 2 (National malaria strategic plan)
216,Southern Ijaw,Ahoada West,0.736461454,0.736461454,0.8,2190,365,2026,-1,7,0.07,0.49,Scenario 2 (National malaria strategic plan)
217,Southern Ijaw,Ahoada West,0.8,0.8,0.8,2555,365,2027,-1,8,0.07,0.56,Scenario 2 (National malaria strategic plan)
218,Southern Ijaw,Ahoada West,0.8,0.8,0.8,2920,365,2028,-1,9,0.07,0.63,Scenario 2 (National malaria strategic plan)
219,Southern Ijaw,Ahoada West,0.8,0.8,0.8,3285,365,2029,-1,10,0.07,0.7,Scenario 2 (National malaria strategic plan)
220,Southern Ijaw,Ahoada West,0.8,0.8,0.8,3650,-1,2030,-1,11,0.07,0.77,Scenario 2 (National malaria strategic plan)
221,Ado,Akinyele,0.240296311,0.240296311,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
222,Ado,Akinyele,0.309296311,0.309296311,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
223,Ado,Akinyele,0.378296311,0.378296311,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
224,Ado,Akinyele,0.447296311,0.447296311,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
225,Ado,Akinyele,0.516296311,0.516296311,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
226,Ado,Akinyele,0.585296311,0.585296311,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
227,Ado,Akinyele,0.654296311,0.654296311,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
228,Ado,Akinyele,0.723296311,0.723296311,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
229,Ado,Akinyele,0.792296311,0.792296311,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
230,Ado,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
231,Ado,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
232,Afijio,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
233,Afijio,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
234,Afijio,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
235,Afijio,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
236,Afijio,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
237,Afijio,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
238,Afijio,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
239,Afijio,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
240,Afijio,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
241,Afijio,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
242,Afijio,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
243,Aiyedade,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
244,Aiyedade,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
245,Aiyedade,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
246,Aiyedade,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
247,Aiyedade,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
248,Aiyedade,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
249,Aiyedade,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
250,Aiyedade,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
251,Aiyedade,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
252,Aiyedade,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
253,Aiyedade,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
254,Aiyedire,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
255,Aiyedire,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
256,Aiyedire,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
257,Aiyedire,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
258,Aiyedire,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
259,Aiyedire,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
260,Aiyedire,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
261,Aiyedire,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
262,Aiyedire,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
263,Aiyedire,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
264,Aiyedire,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
265,Akinyele,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
266,Akinyele,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
267,Akinyele,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
268,Akinyele,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
269,Akinyele,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
270,Akinyele,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
271,Akinyele,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
272,Akinyele,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
273,Akinyele,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
274,Akinyele,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
275,Akinyele,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
276,Atakumosa West,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
277,Atakumosa West,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
278,Atakumosa West,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
279,Atakumosa West,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
280,Atakumosa West,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
281,Atakumosa West,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
282,Atakumosa West,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
283,Atakumosa West,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
284,Atakumosa West,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
285,Atakumosa West,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
286,Atakumosa West,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
287,Atiba,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
288,Atiba,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
289,Atiba,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
290,Atiba,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
291,Atiba,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
292,Atiba,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
293,Atiba,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
294,Atiba,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
295,Atiba,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
296,Atiba,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
297,Atiba,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
298,Boluwaduro,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
299,Boluwaduro,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
300,Boluwaduro,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
301,Boluwaduro,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
302,Boluwaduro,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
303,Boluwaduro,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
304,Boluwaduro,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
305,Boluwaduro,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
306,Boluwaduro,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
307,Boluwaduro,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
308,Boluwaduro,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
309,Boripe,Akinyele,0.402333333,0.402333333,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
310,Boripe,Akinyele,0.471333333,0.471333333,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
311,Boripe,Akinyele,0.540333333,0.540333333,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
312,Boripe,Akinyele,0.609333333,0.609333333,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
313,Boripe,Akinyele,0.678333333,0.678333333,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
314,Boripe,Akinyele,0.747333333,0.747333333,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
315,Boripe,Akinyele,0.8,0.8,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
316,Boripe,Akinyele,0.8,0.8,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
317,Boripe,Akinyele,0.8,0.8,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
318,Boripe,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
319,Boripe,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
320,Ede North,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
321,Ede North,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
322,Ede North,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
323,Ede North,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
324,Ede North,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
325,Ede North,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
326,Ede North,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
327,Ede North,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
328,Ede North,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
329,Ede North,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
330,Ede North,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
331,Ede South,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
332,Ede South,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
333,Ede South,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
334,Ede South,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
335,Ede South,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
336,Ede South,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
337,Ede South,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
338,Ede South,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
339,Ede South,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
340,Ede South,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
341,Ede South,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
342,Egbeda,Akinyele,0.176316809,0.176316809,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
343,Egbeda,Akinyele,0.245316809,0.245316809,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
344,Egbeda,Akinyele,0.314316809,0.314316809,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
345,Egbeda,Akinyele,0.383316809,0.383316809,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
346,Egbeda,Akinyele,0.452316809,0.452316809,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
347,Egbeda,Akinyele,0.521316809,0.521316809,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
348,Egbeda,Akinyele,0.590316809,0.590316809,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
349,Egbeda,Akinyele,0.659316809,0.659316809,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
350,Egbeda,Akinyele,0.728316809,0.728316809,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
351,Egbeda,Akinyele,0.797316809,0.797316809,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
352,Egbeda,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
353,Egbedore,Akinyele,0.61087193,0.61087193,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
354,Egbedore,Akinyele,0.67987193,0.67987193,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
355,Egbedore,Akinyele,0.74887193,0.74887193,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
356,Egbedore,Akinyele,0.8,0.8,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
357,Egbedore,Akinyele,0.8,0.8,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
358,Egbedore,Akinyele,0.8,0.8,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
359,Egbedore,Akinyele,0.8,0.8,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
360,Egbedore,Akinyele,0.8,0.8,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
361,Egbedore,Akinyele,0.8,0.8,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
362,Egbedore,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
363,Egbedore,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
364,Ejigbo,Akinyele,0.284907256,0.284907256,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
365,Ejigbo,Akinyele,0.353907256,0.353907256,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
366,Ejigbo,Akinyele,0.422907256,0.422907256,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
367,Ejigbo,Akinyele,0.491907256,0.491907256,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
368,Ejigbo,Akinyele,0.560907256,0.560907256,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
369,Ejigbo,Akinyele,0.629907256,0.629907256,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
370,Ejigbo,Akinyele,0.698907256,0.698907256,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
371,Ejigbo,Akinyele,0.767907256,0.767907256,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
372,Ejigbo,Akinyele,0.8,0.8,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
373,Ejigbo,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
